date,time,entidad,compra,venta
2026-05-04,2026-05-04T17:43:08Z,Asociación Romana,58.5,
2026-05-04,2026-05-04T17:43:08Z,Moneycorps,59.1,59.8
2026-05-04,2026-05-04T17:43:08Z,Taveras,59.25,60
2026-05-04,2026-05-04T17:43:08Z,Gamelin,59,60
2026-05-04,2026-05-04T17:43:08Z,Panora Exchange,59,60
2026-05-04,2026-05-04T17:43:08Z,Cambio Extranjero,59.25,60
2026-05-04,2026-05-04T17:43:08Z,SCT,59.2,60.3
2026-05-04,2026-05-04T17:43:08Z,RM,59.6,60.5
2026-05-04,2026-05-04T17:43:08Z,Motor Crédito,58.65,60.5
2026-05-04,2026-05-04T17:43:08Z,Asociación Cibao de Ahorros y Préstamos,58.5,61
2026-05-04,2026-05-04T17:43:08Z,Bonanza Banco,59,61
2026-05-04,2026-05-04T17:43:08Z,Banreservas,58,61
2026-05-04,2026-05-04T17:43:08Z,Asociación Peravia de Ahorros y Préstamos,58,61.2
2026-05-04,2026-05-04T17:43:08Z,Abonap,57.93,61.24
2026-05-04,2026-05-04T17:43:08Z,Banco Unión,58.5,61.25
2026-05-04,2026-05-04T17:43:08Z,Banco Caribe,58.5,61.25
2026-05-04,2026-05-04T17:43:08Z,Banco BHD,57.7,61.4
2026-05-04,2026-05-04T17:43:08Z,Banco Lafise,57.9,61.4
2026-05-04,2026-05-04T17:43:08Z,Asociación La Nacional de Ahorros y Préstamos,58,61.4
2026-05-04,2026-05-04T17:43:08Z,Banesco,58,61.4
2026-05-04,2026-05-04T17:43:08Z,Asociación Popular de Ahorros y Préstamos,57.75,61.4
