date,time,entidad,compra,venta
2026-04-28,2026-04-28T14:11:09Z,Asociación Romana,58.2,
2026-04-28,2026-04-28T14:11:09Z,Moneycorps,59,59.75
2026-04-28,2026-04-28T14:11:09Z,Taveras,59.1,59.75
2026-04-28,2026-04-28T14:11:09Z,RM,59,59.849999999999994
2026-04-28,2026-04-28T14:11:09Z,Cambio Extranjero,59.2,60
2026-04-28,2026-04-28T14:11:09Z,Panora Exchange,59.1,60
2026-04-28,2026-04-28T14:11:09Z,Gamelin,59,60
2026-04-28,2026-04-28T14:11:09Z,SCT,59.2,60.3
2026-04-28,2026-04-28T14:11:09Z,Motor Crédito,58.65,60.5
2026-04-28,2026-04-28T14:11:09Z,Asociación Cibao de Ahorros y Préstamos,58,61
2026-04-28,2026-04-28T14:11:09Z,Bonanza Banco,58.5,61
2026-04-28,2026-04-28T14:11:09Z,Banreservas,58,61
2026-04-28,2026-04-28T14:11:09Z,Asociación Peravia de Ahorros y Préstamos,58,61.2
2026-04-28,2026-04-28T14:11:09Z,Banco Caribe,58.5,61.25
2026-04-28,2026-04-28T14:11:09Z,Abonap,57.97,61.28
2026-04-28,2026-04-28T14:11:09Z,Asociación La Nacional de Ahorros y Préstamos,58,61.4
2026-04-28,2026-04-28T14:11:09Z,Banco BHD,57.7,61.4
2026-04-28,2026-04-28T14:11:09Z,Banco Lafise,57.9,61.4
2026-04-28,2026-04-28T14:11:09Z,Banesco,58,61.4
2026-04-28,2026-04-28T14:11:09Z,Asociación Popular de Ahorros y Préstamos,57.75,61.4
2026-04-28,2026-04-28T14:11:09Z,Banco Unión,58.5,61.5
