date,time,entidad,compra,venta
2026-04-23,2026-04-23T13:47:41Z,Asociación Romana,58.6,
2026-04-23,2026-04-23T13:47:41Z,Cambio Extranjero,59.5,60.15
2026-04-23,2026-04-23T13:47:41Z,Moneycorps,59.5,60.2
2026-04-23,2026-04-23T13:47:41Z,Panora Exchange,59.6,60.25
2026-04-23,2026-04-23T13:47:41Z,Taveras,59.5,60.3
2026-04-23,2026-04-23T13:47:41Z,RM,59.5,60.3
2026-04-23,2026-04-23T13:47:41Z,SCT,59.5,60.4
2026-04-23,2026-04-23T13:47:41Z,Gamelin,59.5,60.5
2026-04-23,2026-04-23T13:47:41Z,Bonanza Banco,59.2,61.2
2026-04-23,2026-04-23T13:47:41Z,Asociación Cibao de Ahorros y Préstamos,58.5,61.25
2026-04-23,2026-04-23T13:47:41Z,Motor Crédito,59.2,61.25
2026-04-23,2026-04-23T13:47:41Z,Banreservas,58.5,61.5
2026-04-23,2026-04-23T13:47:41Z,Banco Caribe,58.5,61.5
2026-04-23,2026-04-23T13:47:41Z,Banco Unión,58.5,61.5
2026-04-23,2026-04-23T13:47:41Z,Abonap,58.41,61.59
2026-04-23,2026-04-23T13:47:41Z,Banco BHD,58,61.7
2026-04-23,2026-04-23T13:47:41Z,Banesco,58,61.7
2026-04-23,2026-04-23T13:47:41Z,Asociación La Nacional de Ahorros y Préstamos,58.3,61.8
2026-04-23,2026-04-23T13:47:41Z,Banco Lafise,58.4,61.9
2026-04-23,2026-04-23T13:47:41Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
2026-04-23,2026-04-23T13:47:41Z,Asociación Popular de Ahorros y Préstamos,58.5,61.9
