date,time,entidad,compra,venta
2026-06-30,2026-06-30T14:21:59Z,Cambio Extranjero,58.8,
2026-06-30,2026-06-30T14:21:59Z,Asociación Romana,57.65,
2026-06-30,2026-06-30T14:21:59Z,Gamelin,58.8,59.9
2026-06-30,2026-06-30T14:21:59Z,Moneycorps,59.2,59.949999999999996
2026-06-30,2026-06-30T14:21:59Z,Panora Exchange,58.5,60
2026-06-30,2026-06-30T14:21:59Z,SCT,59,60.3
2026-06-30,2026-06-30T14:21:59Z,RM,59.5,60.5
2026-06-30,2026-06-30T14:21:59Z,Taveras,59.5,60.5
2026-06-30,2026-06-30T14:21:59Z,Bonanza Banco,58.75,60.5
2026-06-30,2026-06-30T14:21:59Z,Motor Crédito,59.25,60.55
2026-06-30,2026-06-30T14:21:59Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.75
2026-06-30,2026-06-30T14:21:59Z,Banreservas,57.75,60.75
2026-06-30,2026-06-30T14:21:59Z,Banco Caribe,58.25,60.75
2026-06-30,2026-06-30T14:21:59Z,Banco Lafise,57.5,60.8
2026-06-30,2026-06-30T14:21:59Z,Asociación La Nacional de Ahorros y Préstamos,58.25,60.8
2026-06-30,2026-06-30T14:21:59Z,Asociación Popular de Ahorros y Préstamos,58,60.8
2026-06-30,2026-06-30T14:21:59Z,Abonap,57.75,60.809999999999995
2026-06-30,2026-06-30T14:21:59Z,Banesco,57.5,60.849999999999994
2026-06-30,2026-06-30T14:21:59Z,Banco BHD,57.05,60.9
2026-06-30,2026-06-30T14:21:59Z,Banco Unión,58.5,60.9
2026-06-30,2026-06-30T14:21:59Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.9
