date,time,entidad,compra,venta
2026-06-23,2026-06-23T14:51:48Z,Cambio Extranjero,58.3,
2026-06-23,2026-06-23T14:51:48Z,Asociación Romana,57.65,
2026-06-23,2026-06-23T14:51:48Z,Taveras,58,58.75
2026-06-23,2026-06-23T14:51:48Z,Moneycorps,58.25,58.849999999999994
2026-06-23,2026-06-23T14:51:48Z,Gamelin,58.2,59
2026-06-23,2026-06-23T14:51:48Z,RM,58.6,59.2
2026-06-23,2026-06-23T14:51:48Z,SCT,58.5,59.5
2026-06-23,2026-06-23T14:51:48Z,Banco Unión,58,59.5
2026-06-23,2026-06-23T14:51:48Z,Panora Exchange,58.65,59.75
2026-06-23,2026-06-23T14:51:48Z,Banreservas,56.9,59.9
2026-06-23,2026-06-23T14:51:48Z,Motor Crédito,57.949999999999996,59.9
2026-06-23,2026-06-23T14:51:48Z,Bonanza Banco,58,60
2026-06-23,2026-06-23T14:51:48Z,Banesco,57,60
2026-06-23,2026-06-23T14:51:48Z,Banco Caribe,57,60
2026-06-23,2026-06-23T14:51:48Z,Asociación Popular de Ahorros y Préstamos,57,60
2026-06-23,2026-06-23T14:51:48Z,Asociación La Nacional de Ahorros y Préstamos,57,60
2026-06-23,2026-06-23T14:51:48Z,Abonap,56.92,60.05
2026-06-23,2026-06-23T14:51:48Z,Asociación Cibao de Ahorros y Préstamos,57.5,60.25
2026-06-23,2026-06-23T14:51:48Z,Banco BHD,56.5,60.25
2026-06-23,2026-06-23T14:51:48Z,Banco Lafise,56.75,60.25
2026-06-23,2026-06-23T14:51:48Z,Asociación Peravia de Ahorros y Préstamos,56.949999999999996,60.55
