date,time,entidad,compra,venta
2026-04-26,2026-04-26T19:49:41Z,Asociación Romana,58.6,
2026-04-26,2026-04-26T19:49:41Z,Moneycorps,59,59.75
2026-04-26,2026-04-26T19:49:41Z,Taveras,59,59.75
2026-04-26,2026-04-26T19:49:41Z,Cambio Extranjero,59.1,59.8
2026-04-26,2026-04-26T19:49:41Z,RM,59,59.849999999999994
2026-04-26,2026-04-26T19:49:41Z,Gamelin,59,59.9
2026-04-26,2026-04-26T19:49:41Z,Panora Exchange,59,60
2026-04-26,2026-04-26T19:49:41Z,SCT,59.3,60.3
2026-04-26,2026-04-26T19:49:41Z,Motor Crédito,58.65,60.5
2026-04-26,2026-04-26T19:49:41Z,Asociación Cibao de Ahorros y Préstamos,58,61
2026-04-26,2026-04-26T19:49:41Z,Bonanza Banco,58.5,61
2026-04-26,2026-04-26T19:49:41Z,Banreservas,58,61
2026-04-26,2026-04-26T19:49:41Z,Asociación La Nacional de Ahorros y Préstamos,58,61
2026-04-26,2026-04-26T19:49:41Z,Banco Caribe,58.5,61.25
2026-04-26,2026-04-26T19:49:41Z,Banco BHD,57.7,61.4
2026-04-26,2026-04-26T19:49:41Z,Banesco,58,61.4
2026-04-26,2026-04-26T19:49:41Z,Asociación Popular de Ahorros y Préstamos,57.75,61.4
2026-04-26,2026-04-26T19:49:41Z,Banco Unión,58.5,61.5
2026-04-26,2026-04-26T19:49:41Z,Abonap,58.41,61.59
2026-04-26,2026-04-26T19:49:41Z,Banco Lafise,58.2,61.7
2026-04-26,2026-04-26T19:49:41Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
