date,time,entidad,compra,venta
2026-04-13,2026-04-13T20:07:19Z,Asociación Romana,58.75,
2026-04-13,2026-04-13T20:07:19Z,Cambio Extranjero,,60.3
2026-04-13,2026-04-13T20:07:19Z,Panora Exchange,59.349999999999994,60.349999999999994
2026-04-13,2026-04-13T20:07:19Z,RM,59.6,60.5
2026-04-13,2026-04-13T20:07:19Z,SCT,59.5,60.5
2026-04-13,2026-04-13T20:07:19Z,Moneycorps,59.5,60.8
2026-04-13,2026-04-13T20:07:19Z,Gamelin,59.4,61.05
2026-04-13,2026-04-13T20:07:19Z,Taveras,60.5,61.25
2026-04-13,2026-04-13T20:07:19Z,Banco Unión,58.25,61.25
2026-04-13,2026-04-13T20:07:19Z,Banco Caribe,59,61.25
2026-04-13,2026-04-13T20:07:19Z,Motor Crédito,59.2,61.25
2026-04-13,2026-04-13T20:07:19Z,Bonanza Banco,58.75,61.4
2026-04-13,2026-04-13T20:07:19Z,Asociación Cibao de Ahorros y Préstamos,58.5,61.5
2026-04-13,2026-04-13T20:07:19Z,Banreservas,59,61.5
2026-04-13,2026-04-13T20:07:19Z,Abonap,58.49,61.64
2026-04-13,2026-04-13T20:07:19Z,Asociación La Nacional de Ahorros y Préstamos,58.3,61.8
2026-04-13,2026-04-13T20:07:19Z,Banco BHD,58.4,61.9
2026-04-13,2026-04-13T20:07:19Z,Banco Lafise,58.4,61.9
2026-04-13,2026-04-13T20:07:19Z,Banesco,58.3,61.9
2026-04-13,2026-04-13T20:07:19Z,Asociación Peravia de Ahorros y Préstamos,58.4,61.9
2026-04-13,2026-04-13T20:07:19Z,Asociación Duarte,58.4,61.9
2026-04-13,2026-04-13T20:07:19Z,Asociación Popular de Ahorros y Préstamos,58.1,61.9
